Code_Function	Message
"private fun createFieldMenu(): HtmlSelectOneMenu? { val field = HtmlSelectOneMenu() val children: MutableList<*> = field.getChildren() children.add(createSelectItem(""Subject"")) children.add(createSelectItem(""Sender"")) children.add(createSelectItem(""Date"")) children.add(createSelectItem(""Priority"")) children.add(createSelectItem(""Status"")) children.add(createSelectItem(""To"")) children.add(createSelectItem(""Cc"")) children.add(createSelectItem(""To or Cc"")) return field }"	Creates the menu that allows the user to select a field .
"public void close ( ) { synchronized ( mDiskCacheLock ) { if ( mDiskLruCache != null ) { try { if ( ! mDiskLruCache . isClosed ( ) ) { mDiskLruCache . close ( ) ; } } catch ( Throwable e ) { LogUtils . e ( e . getMessage ( ) , e ) ; } mDiskLruCache = null ; } } }"	Closes the disk cache associated with this ImageCache object . Note that this includes disk access so this should not be executed on the main/UI thread .
"fun close() { synchronized(mDiskCacheLock) { if (mDiskLruCache != null) { try { if (!mDiskLruCache.isClosed()) { mDiskLruCache.close() } } catch (e: Throwable) { LogUtils.e(e.message, e) } mDiskLruCache = null } } }"	Common initialization code for new list entries .
public _ScheduleDays ( ) { super ( ) ; }	Constructs a _ScheduleDays with no flags initially set .
"public int allocLow ( int size , int addrAlignment ) { for ( MemoryChunk memoryChunk = low ; memoryChunk != null ; memoryChunk = memoryChunk . next ) { if ( memoryChunk . isAvailable ( size , addrAlignment ) ) { return allocLow ( memoryChunk , size , addrAlignment ) ; } } return 0 ; }"	Allocate a memory at the lowest address .
public double heapInit ( ) { return memory . getHeapMemoryUsage ( ) . getInit ( ) ; }	Returns the heap initial memory of the current JVM .
public final long size ( ) { int sum = 0 ; for ( int i = 0 ; i < this . sets . length ; i ++ ) { sum += this . sets [ i ] . size ( ) ; } return sum ; }	Returns the number of fingerprints in this set . Warning : The size is only accurate in single-threaded mode .
"private static Location initLocation ( GlowSession session , PlayerReader reader ) { if ( reader . hasPlayedBefore ( ) ) { Location loc = reader . getLocation ( ) ; if ( loc != null ) { return loc ; } } return session . getServer ( ) . getWorlds ( ) . get ( 0 ) . getSpawnLocation ( ) ; }"	Read the location from a PlayerReader for entity initialization . Will fall back to a reasonable default rather than returning null .
"public fun performMessageAction(messageAction: MessageAction) { removeOverlay() when (messageAction) { is Resend -> resendMessage(messageAction.message)is ThreadReply -> { messageActions = messageActions + Reply(messageAction.message) loadThread(messageAction.message) } is Delete, is Flag -> {messageActions = messageActions + messageAction } is Copy -> copyMessage(messageAction.message)is MuteUser -> updateUserMute(messageAction.message.user)is React -> reactToMessage(messageAction.reaction, messageAction.message) is Pin -> updateMessagePin(messageAction.message)else -> {// no op, custom user action}}}"	"Triggered when the user selects a new message action, in the message overlay."
public fun dismissAllMessageActions() {this.messageActions = emptySet()}	"Dismisses all message actions, when we cancel them in the rest of the UI."
public fun dismissMessageAction(messageAction: MessageAction) {this.messageActions = messageActions - messageAction}	"Used to dismiss a specific message action, such as delete, reply, edit or something similar."
@Preview @Composable fun RotatingSquareComponentPreview() { RotatingSquareComponent() }	"Android Studio lets you preview your composable functions within the IDE itself, instead of needing to download the app to an Android device or emulator. This is a fantastic feature as you can preview all your custom components(read composable functions) from the comforts of the IDE. The main restriction is, the composable function must not take any parameters. If your composable function requires a parameter, you can simply wrap your component inside another composable function that doesn't take any parameters and call your composable function with the appropriate params. Also, don't forget to annotate it with @Preview & @Composable annotations."
@Composable fun MyApp() { val backgroundColor by animateColorAsState(MaterialTheme.colors.background) Surface(color = backgroundColor) { NewtonsTimerScreen() } }	Start building your app here!
override suspend fun handleEvent(event: RootEvent) = when (event) { RootEvent.AppOpen -> handleAppOpen() }	region Event Handling
"@Composable public fun BackButton( painter: Painter, onBackPressed: () -> Unit, modifier: Modifier = Modifier, ) { IconButton( modifier = modifier, onClick = onBackPressed ) { Icon( painter = painter, contentDescription = null, tint = ChatTheme.colors.textHighEmphasis, ) } }"	"Basic back button, that shows an icon and calls [onBackPressed] when tapped.  @param painter The icon or image to show. @param onBackPressed Handler for the back action. @param modifier Modifier for styling."
"@Composable public fun CancelIcon( modifier: Modifier = Modifier, onClick: () -> Unit, ) { Icon( modifier = modifier .background(shape = CircleShape, color = ChatTheme.colors.overlayDark). clickable( indication = null, interactionSource = remember { MutableInteractionSource() }, onClick = onClick ), painter = painterResource(id = R.drawable.stream_compose_ic_close), contentDescription = stringResource(id = R.string.stream_compose_cancel), tint = ChatTheme.colors.appBackground ) }"	Represents a simple cancel icon that is used primarily for attachments. @param modifier Modifier for styling.  @param onClick Handler when the user clicks on the icon.
"@Composable public fun EmptyContent( text: String, painter: Painter, modifier: Modifier = Modifier, ) { Column( modifier = modifier.background(color = ChatTheme.colors.appBackground), horizontalAlignment = Alignment.CenterHorizontally, verticalArrangement = Arrangement.Center ) { Icon( painter = painter, contentDescription = null, tint = ChatTheme.colors.disabled, modifier = Modifier.size(96.dp), )  Spacer(Modifier.size(16.dp)) Text( text = text,style = ChatTheme.typography.title3, color = ChatTheme.colors.textLowEmphasis, textAlign = TextAlign.Center ) } }"	The view that's shown when there's no data available. Consists of an icon and a caption below it. @param text The text to be displayed. @param painter The painter for the icon. @param modifier Modifier for styling.
"@Composable public fun LoadingFooter(modifier: Modifier = Modifier) { Box( modifier = modifier .background(color = ChatTheme.colors.appBackground) .padding(top = 8.dp, bottom = 48.dp) ) { LoadingIndicator( modifier = Modifier.size(16.dp).align(Alignment.Center)) } }"	Shows the loading footer UI in lists. @param modifier Modifier for styling.
"@Composable public fun LoadingIndicator(modifier: Modifier = Modifier) { Box( modifier, contentAlignment = Alignment.Center, ) { CircularProgressIndicator(strokeWidth = 2.dp, color = ChatTheme.colors.primaryAccent) } }"	Shows the default loading UI. @param modifier Modifier for styling.
"@Composable public fun NetworkLoadingIndicator( modifier: Modifier = Modifier, spinnerSize: Dp = 18.dp, textStyle: TextStyle = ChatTheme.typography.title3Bold, textColor: Color = ChatTheme.colors.textHighEmphasis, ) { Row( modifier, verticalAlignment = Alignment.CenterVertically, horizontalArrangement = Arrangement.Center ) { CircularProgressIndicator( modifier = Modifier .padding(horizontal = 8.dp) .size(spinnerSize), strokeWidth = 2.dp, color = ChatTheme.colors.primaryAccent, ) Text( text = stringResource(id = R.string.stream_compose_waiting_for_network), style = textStyle, color = textColor, ) } }"	"Represents the default network loading view for the header, in case the network is down. @param modifier Styling for the [Row]. @param spinnerSize The size of the spinner. @param textStyle The text style of the inner text. @param textColor The text color of the inner text."
"@Composable public fun OnlineIndicator(modifier: Modifier = Modifier) { Box( modifier = modifier .size(12.dp).background(ChatTheme.colors.appBackground, CircleShape).padding(2.dp).background(ChatTheme.colors.infoAccent, CircleShape) ) }"	Component that represents an online indicator to be used with [io.getstream.chat.android.compose.ui.components.avatar.UserAvatar]. @param modifier Modifier for styling.
"@Composable internal fun DefaultSearchLabel() { Text( text = stringResource(id = R.string.stream_compose_search_input_hint),style = ChatTheme.typography.body,color = ChatTheme.colors.textLowEmphasis, ) }"	Default search input field label.
"@Composable internal fun RowScope.DefaultSearchLeadingIcon() { Icon( modifier = Modifier.weight(1f), painter = painterResource(id =R.drawable.stream_compose_ic_search), contentDescription = null, tint = ChatTheme.colors.textLowEmphasis, ) }"	"Default search input field leading ""search"" icon."
"@Composable public fun SearchInput(query: String,onValueChange: (String) -> Unit,modifier: Modifier = Modifier,onSearchStarted: () -> Unit = {},leadingIcon: @Composable RowScope.() -> Unit = { DefaultSearchLeadingIcon() }, label: @Composable () -> Unit = { DefaultSearchLabel() }, ) { var isFocused by remember { mutableStateOf(false) } val trailingIcon: (@Composable RowScope.() -> Unit)? = if (isFocused && query.isNotEmpty()) { @Composable { IconButton( modifier = Modifier .weight(1f) .size(24.dp), onClick = { onValueChange("""") }, content = { Icon( painter = painterResource(id = R.drawable.stream_compose_ic_clear), contentDescription = stringResource(id = R.string.stream_compose_search_input_cancel), tint = ChatTheme.colors.textLowEmphasis, ) } ) } } else null InputField( modifier = modifier .onFocusEvent { newState -> val wasPreviouslyFocused = isFocused if (!wasPreviouslyFocused && newState.isFocused) { onSearchStarted() }  isFocused = newState.isFocused},value = query,onValueChange = onValueChange, decorationBox = { innerTextField ->Row(Modifier.fillMaxWidth(),verticalAlignment = Alignment.CenterVertically) {leadingIcon() Box(modifier = Modifier.weight(8f)) { if (query.isEmpty()) { label() } innerTextField() } trailingIcon?.invoke(this) } }, maxLines = 1, innerPadding = PaddingValues(4.dp) ) }"	"The search component that allows the user to fill in a search query and filter their items. It also holds a clear action, that is active when the search is in focus and not empty, to clear the input. @param query Current query value. @param onValueChange Handler when the value changes. @param modifier Modifier for styling. @param onSearchStarted Handler when the search starts, by focusing the input field. @param leadingIcon The icon at the start of the search component that's customizable, but shows [DefaultSearchLeadingIcon] by default. @param label The label shown in the search component, when there's no input."
"@Composable public fun SimpleDialog( title: String, message: String, onPositiveAction: () -> Unit, onDismiss: () -> Unit, modifier: Modifier = Modifier, ) { AlertDialog( modifier = modifier, onDismissRequest = onDismiss, title = { Text( text = title, color = ChatTheme.colors.textHighEmphasis, style = ChatTheme.typography.title3Bold, ) }, text = { Text( text = message, color = ChatTheme.colors.textHighEmphasis, style = ChatTheme.typography.body, ) }, confirmButton = { TextButton( colors = ButtonDefaults.textButtonColors(contentColor = ChatTheme.colors.primaryAccent), onClick = { onPositiveAction() } ) { Text(text = stringResource(id = R.string.stream_compose_ok)) } }, dismissButton = { TextButton( colors = ButtonDefaults.textButtonColors(contentColor = ChatTheme.colors.primaryAccent), onClick = onDismiss ) { Text(text = stringResource(id = R.string.stream_compose_cancel)) } }, backgroundColor = ChatTheme.colors.barsBackground, ) }"	Generic dialog component that allows us to prompt the user.
"@Composable public fun SimpleMenu( modifier: Modifier = Modifier, shape: Shape = ChatTheme.shapes.bottomSheet, overlayColor: Color = ChatTheme.colors.overlay, onDismiss: () -> Unit = {}, headerContent: @Composable ColumnScope.() -> Unit = {}, centerContent: @Composable ColumnScope.() -> Unit = {}, ) { Box( modifier = Modifier .background(overlayColor) .fillMaxSize() .clickable( onClick = onDismiss, indication = null, interactionSource = remember { MutableInteractionSource() } ) ) { Card( modifier = modifier.clickable( onClick = {},indication = null, interactionSource = remember { MutableInteractionSource() } ), shape = shape, backgroundColor = ChatTheme.colors.barsBackground ) { Column { headerContent() centerContent()}}}BackHandler(enabled = true, onBack = onDismiss)}"	Represents a reusable and generic modal menu useful for showing info about selected items.
"@Composable public fun Timestamp( date: Date?, modifier: Modifier = Modifier,formatter: DateFormatter = ChatTheme.dateFormatter,formatType: DateFormatType = DATE, ) {val timestamp = if (LocalInspectionMode.current) {""13:49""} else {when (formatType) {TIME -> formatter.formatTime(date)DATE -> formatter.formatDate(date)}}Text(modifier = modifier,text = timestamp,style = ChatTheme.typography.footnote,color = ChatTheme.colors.textLowEmphasis)}"	"Represents a timestamp in the app, that's used primarily for channels and messages."
